id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365
77149,Central quiet Capitol Hill condo,412854,Goldie,Capitol Hill,Broadway,47.62585,-122.32004,Entire home/apt,110,5,15,2016-09-24,0.16,1,0
86185,West Seattle: Admiral calm & quiet,192355,Jane,West Seattle,North Admiral,47.58239,-122.39448,Private room,75,2,63,2018-10-12,0.66,1,364
103908,Green Lake Gem - Walk to Lake,541406,Trung,Other neighborhoods,Green Lake,47.68427,-122.32662,Entire home/apt,150,3,17,2018-06-28,0.20,2,152
103920,Green Lake Spacious Two Bedrooms - Walk to Lake!,541406,Trung,Other neighborhoods,Green Lake,47.68416,-122.32597,Entire home/apt,250,2,19,2018-09-24,0.24,2,53
107884,West Seattle/Alki Beach House,331494,Anne,West Seattle,North Admiral,47.58,-122.40204,Entire home/apt,79,2,119,2019-03-08,1.25,1,198
107962,Haller Lake Restored Log Cabin,112093,Roberta & Dan,Northgate,Haller Lake,47.71489,-122.33296,Entire home/apt,120,2,222,2019-01-20,2.37,1,204
108765,Beacon Hill Cottage in the City,541908,Mary,Beacon Hill,Mid-Beacon Hill,47.55257,-122.30435,Entire home/apt,130,2,57,2018-06-10,0.61,1,336
116221,"Modern, Light-Filled Fremont Flat",587302,Danni,Other neighborhoods,Fremont,47.65437,-122.35745,Entire home/apt,120,29,39,2019-01-07,0.41,1,65
117165,Suite+Office in Gorgeous View Home,559827,Judith,West Seattle,Alki,47.56874,-122.40649,Private room,100,2,128,2019-02-18,1.39,2,365
119103,Teeny Tiny Guestyhouse!,601600,Hal,Other neighborhoods,Fremont,47.65231,-122.35,Entire home/apt,79,3,352,2019-01-21,3.73,2,332
132120,Mother-in-Law Apartment in Seattle,378445,Ralph,Other neighborhoods,Wallingford,47.66923,-122.33517,Entire home/apt,110,2,94,2019-03-04,1.00,1,257
132160,"Green Lake Guest Suite, private apt",558743,Natalie,Other neighborhoods,Green Lake,47.68226,-122.34345,Entire home/apt,150,3,253,2019-03-03,2.73,2,168
134091,Vintage Capitol Hill - 1 Pkg Spot,658155,Joe,Capitol Hill,Broadway,47.62142,-122.31642,Entire home/apt,170,3,154,2019-01-01,1.68,16,24
136480,Bright Cheery Room in Seattle House,539515,Shari,Seward Park,Seward Park,47.55508,-122.26455,Private room,85,2,56,2018-08-07,0.81,2,316
140331,Metrobilly Retreat,683617,Jana,Central Area,Harrison/Denny-Blaine,47.61894,-122.29212,Private room,75,1,141,2019-03-01,1.50,1,216
143580,N. Beacon Hill- Super Private Room,594315,Jana,Beacon Hill,North Beacon Hill,47.58379,-122.31677,Private room,89,2,349,2019-02-18,3.71,1,349
143704,"Private 1BR, Parking, Eco-Cleaned, 5% to Charity",696788,Julie,Central Area,Mann,47.61231,-122.29825,Entire home/apt,68,3,348,2019-03-04,3.71,1,308
151545,Seattle 3 Bed Charmer w/Gorgeous Views of the Bay!,306615,Tara,Capitol Hill,Portage Bay,47.65008,-122.31931,Entire home/apt,299,2,16,2018-12-31,0.17,3,180
158345,Restful Room in W. Ballard-NO cleaning fee!,759949,Marcia,Ballard,Sunset Hill,47.66992,-122.40146,Private room,60,2,414,2019-02-24,4.46,1,305
162563,Quiet Clean and safe neighborhood,776719,Desmond,Central Area,Minor,47.61294,-122.31264,Private room,90,2,9,2018-08-11,1.00,1,178
170273,Stroll to Stunning Views from a Historic Home,804996,Nadine,Queen Anne,Lower Queen Anne,47.62767,-122.35861,Entire home/apt,750,2,211,2019-03-03,2.27,1,319
174636,"2 Rooms available, view of the lake",834328,Michelle,Rainier Valley,Rainier Beach,47.51146,-122.25608,Private room,88,1,36,2016-09-05,0.39,1,365
175576,Private Apartment - Queen Anne Hill,239585,Ray & Eileen,Queen Anne,West Queen Anne,47.63548,-122.35848,Entire home/apt,85,2,279,2018-10-29,3.00,1,0
186328,"Beautiful Update Craftsman 3BR, 3BA",895223,Andrew,Queen Anne,North Queen Anne,47.64413,-122.3563,Entire home/apt,250,3,1,2013-11-08,0.02,1,0
189156,Sweet Studio -Water & Mountain view,179030,Harriet,West Seattle,Seaview,47.54543,-122.39784,Entire home/apt,78,2,264,2019-02-24,2.89,1,152
190984,Home in Hillman City - large studio & free parking,923095,Denise,Rainier Valley,Columbia City,47.55284,-122.27789,Entire home/apt,80,7,153,2019-01-26,2.60,2,84
192666,"Classy,Private, Comfy! W Seattle-A Place To Relax!",933468,Vidya,West Seattle,North Admiral,47.58216,-122.39387,Private room,59,1,80,2019-02-21,2.21,2,110
193836,Spacious Suite Near Lincoln Park in West Seattle,583579,Amy,West Seattle,Gatewood,47.5357,-122.38631,Entire home/apt,89,1,165,2019-01-01,1.79,1,314
202174,Modern Townhome in Superb Location,58235,Apryl,Downtown,International District,47.59605,-122.31785,Entire home/apt,159,2,20,2018-11-21,0.25,1,0
202251,Seattle Phinney Ridge Ballard,601266,Tim And Pam,Other neighborhoods,Phinney Ridge,47.6777,-122.35984,Entire home/apt,245,28,22,2018-08-31,0.39,1,335
202260,Cozy Seattle Apartment Near UW & Children's,990195,Kerry,Other neighborhoods,View Ridge,47.68004,-122.28398,Entire home/apt,99,30,143,2016-08-01,1.56,1,0
208670,2BR/1BA Quiet Capitol Hill Bungalow w/Loft,1022302,David,Capitol Hill,Broadway,47.62163,-122.31693,Entire home/apt,212,2,131,2017-08-31,1.52,1,0
210316,"""THE 5-STAR HOUSE""",2438665,Flor,Other neighborhoods,Crown Hill,47.6999,-122.36614,Private room,80,3,67,2018-10-09,1.16,4,341
215882,Relaxing Garden Cottage w/ Hot Tub!,971336,Julie,Rainier Valley,Columbia City,47.5613,-122.28122,Entire home/apt,80,2,342,2019-02-26,3.82,1,62
217142,LOCATION! Family SPACIOUS 2BD/2BA PRKG FREE WiFi,8243075,Lori,Downtown,Belltown,47.61534,-122.34791,Entire home/apt,200,2,140,2019-02-10,1.56,4,214
218741,"Private, Large Room+Bath in Ballard",468703,Corinne & Tom,Ballard,Loyal Heights,47.68231,-122.37875,Private room,90,1,131,2018-08-18,1.60,2,166
219532,"Fun home in Funky Fremont, Seattle",1037115,Rose And Glen,Other neighborhoods,Fremont,47.65692,-122.36093,Entire home/apt,275,3,76,2018-08-25,0.92,6,116
222885,Gluten Free on Phinney Ridge,72845,Judith,Other neighborhoods,Phinney Ridge,47.67575,-122.35739,Private room,75,2,30,2018-11-12,0.33,2,174
224763,"Location! Sleeps 4 WiFi  Luxurious, Parking Inc!",8243075,Lori,Downtown,Belltown,47.61386,-122.34879,Entire home/apt,139,1,89,2019-01-27,1.03,4,277
225820,Family Friendly on Phinney Ridge,72845,Judith,Other neighborhoods,Phinney Ridge,47.67781,-122.35862,Private room,90,2,83,2018-10-21,1.15,2,173
226495,"Fun apartment in Ballard, Seattle",1037115,Rose And Glen,Ballard,Whittier Heights,47.68966,-122.36839,Entire home/apt,170,3,81,2018-10-31,0.97,6,327
226536,Serene Room in Sunny Cottage near Discovery Park,209571,Cheryl,Magnolia,Lawton Park,47.6612,-122.40145,Private room,46,1,167,2018-12-02,1.87,2,312
226677,Sunny Parisian beauty room w/ comfy bed,30559,Angielena,Other neighborhoods,Georgetown,47.54969,-122.31868,Private room,55,2,136,2019-03-09,1.52,8,316
227636,Large Ballard/Fremont apartment,1187351,Michael,Ballard,West Woodland,47.66807,-122.36209,Entire home/apt,120,2,212,2019-01-18,2.37,1,48
229990,Alki Beach 1/2 block to beach,1201633,Wayne,West Seattle,Alki,47.57823,-122.41181,Entire home/apt,160,1,2,2019-01-02,0.23,2,294
231097,Peaceful NE Seattle guest room,990692,Paul,Lake City,Matthews Beach,47.70639,-122.28075,Private room,54,3,142,2018-10-11,1.57,1,0
233502,West Seattle room with private bath,1215564,Danielle,West Seattle,North Admiral,47.57327,-122.37436,Private room,60,1,1,2012-06-06,0.01,1,69
241016,Scandinavian Queen Anne Home,956883,Maija,Queen Anne,North Queen Anne,47.64329,-122.37582,Entire home/apt,215,2,89,2019-02-18,1.39,3,326
241032,Stylish Queen Anne Apartment,956883,Maija,Queen Anne,West Queen Anne,47.63629,-122.37103,Entire home/apt,175,1,285,2018-09-17,3.18,3,0
243885,Charming Urban Garden Bungalow,1279637,Melody And Justin,Other neighborhoods,Wallingford,47.67058,-122.32363,Entire home/apt,125,3,4,2018-07-06,0.05,1,0
251922,"Sleepy North Admiral, West Seattle",512084,Edwin,West Seattle,North Admiral,47.58143,-122.39411,Entire home/apt,78,2,211,2019-02-04,2.36,1,275
254340,Phinney Oasis-Ballard/Phinney,1336214,Kim,Other neighborhoods,Phinney Ridge,47.67717,-122.36169,Entire home/apt,85,3,148,2018-11-10,1.68,1,178
260613,Modern & New MIL Apt. in N. Ballard,1387754,Monika,Ballard,Whittier Heights,47.68649,-122.36846,Entire home/apt,100,1,45,2018-08-10,0.53,1,314
261912,"Storybook Tudor, house at GreenLake",558743,Natalie,Other neighborhoods,Green Lake,47.68378,-122.34201,Entire home/apt,200,4,31,2019-01-02,0.37,2,60
264829,2bed Rm Inner City Suite Near Dwtn,862329,Prez & 'Keia,Beacon Hill,North Beacon Hill,47.57529,-122.30205,Entire home/apt,99,2,47,2018-09-17,0.53,4,365
270370,"NorthBeach, fantastic water view",1309213,Audrey&Benoit,Other neighborhoods,North Beach/Blue Ridge,47.69818,-122.3871,Entire home/apt,195,2,0,,,1,0
271509,Belltown Condo-Close to Pike Place-OPEN 3/5-8,74305,Seattle Oasis,Downtown,Belltown,47.61578,-122.34872,Entire home/apt,144,2,68,2019-02-23,0.86,43,134
277416,Near Space Needle! Sunny 1 bd/1 ba WiFi CLEAN Prkg,8243075,Lori,Downtown,Belltown,47.61607,-122.34668,Entire home/apt,139,2,103,2019-02-23,1.17,4,279
278830,Charming Craftsman house in Queen Anne,1452570,Emily,Queen Anne,West Queen Anne,47.63292,-122.37247,Entire home/apt,395,2,68,2018-11-25,0.84,3,159
279209,Beautiful Light Filled Cottage in Central Ballard,601384,Eva,Ballard,Loyal Heights,47.68123,-122.37971,Entire home/apt,150,2,2,2016-06-26,0.06,1,0
281208,"Luxury, Location, Great For Family",658155,Joe,Central Area,Atlantic,47.5938,-122.30515,Entire home/apt,229,3,151,2019-03-09,1.76,16,58
281789,11th Avenue Inn Bed and Breakfast,31509,David,Capitol Hill,Broadway,47.61988,-122.31961,Private room,99,1,53,2019-02-20,0.61,6,0
282934,Seattle Sojourn Guest Suite near Lighthouse Roasters,781716,Andra,Other neighborhoods,Fremont,47.65759,-122.35438,Entire home/apt,119,4,91,2019-02-06,1.25,1,31
284087,The Nest in the Heart of the City,721070,Suzanne,Downtown,First Hill,47.61148,-122.32912,Entire home/apt,165,3,163,2019-02-18,1.90,1,268
286080,2 Bed 2 Bath  Downtown Seattle Walk to Pike Place,74305,Seattle Oasis,Downtown,Belltown,47.61523,-122.34703,Entire home/apt,144,2,82,2018-12-28,0.93,43,96
299817,Cap Hill Mountain/Lake View Oasis,1545026,Anna,Capitol Hill,Stevens,47.62388,-122.30133,Entire home/apt,125,7,9,2018-08-14,0.13,1,214
301059,SALE 3/20&24✶ Belltown Condo with Water View,74305,Seattle Oasis,Downtown,Belltown,47.61497,-122.34855,Entire home/apt,94,2,47,2019-03-09,0.55,43,114
303277,Hip Condo Private Deck East Lake Union - Long Term,1204187,Kara,Cascade,Eastlake,47.64481,-122.32429,Entire home/apt,150,30,8,2018-08-10,0.09,2,260
311790,Eastlake Union-Fantastic Location,1204187,Kara,Cascade,Eastlake,47.64642,-122.32495,Private room,50,1,3,2017-06-08,0.04,2,0
317248,Historic Seattle Home Designed for Modern Living,658155,Joe,Capitol Hill,Broadway,47.62336,-122.31668,Entire home/apt,240,3,156,2019-02-26,1.91,16,16
318475,Center of the universe Fremont Flat,1634441,Daniel,Other neighborhoods,Fremont,47.65633,-122.34998,Entire home/apt,131,2,123,2019-03-04,1.53,2,76
319768,Family Friendly Modern Seattle Home,1577903,Jen,Central Area,Atlantic,47.59583,-122.29788,Entire home/apt,135,5,5,2013-12-28,0.06,1,0
338091,"spacious, great location w view",1717589,Jen,Capitol Hill,Broadway,47.61897,-122.32421,Entire home/apt,165,1,117,2018-12-27,1.39,3,365
340706,Charming Wallingford Apartment,1015653,David,Other neighborhoods,Wallingford,47.65588,-122.33214,Entire home/apt,90,2,183,2018-11-18,2.15,1,70
340738,Victorian home on Capitol Hill,1729224,Marlow,Capitol Hill,Stevens,47.62344,-122.30659,Entire home/apt,195,30,0,,,2,69
341454,"Cool 2BR Flat w/Private Balcony, City Views",1732181,William,Central Area,Minor,47.61038,-122.31157,Entire home/apt,175,3,50,2019-02-19,1.35,3,287
353039,St. John's Apt. 300 *Walkscore 99*,1787819,Bryce,Downtown,First Hill,47.61367,-122.32203,Entire home/apt,155,30,47,2019-02-17,0.58,8,320
353110,West Seattle Backyard Vacation Cottage,1788284,Eric,West Seattle,North Admiral,47.58003,-122.39025,Entire home/apt,107,4,70,2019-01-03,0.83,1,69
353347,VACATION HOUSE WEST SEATTLE,791459,Kathy,West Seattle,Arbor Heights,47.50509,-122.37824,Entire home/apt,200,5,29,2015-08-27,0.34,1,364
356248,Seattle 2BR Charmer with Portage Bay Views!,306615,Tara,Capitol Hill,Portage Bay,47.65005,-122.3211,Entire home/apt,199,3,23,2018-12-31,0.77,3,13
356608,St. John's Apt. 309 *Walkscore 99*,1787819,Bryce,Downtown,First Hill,47.61304,-122.32321,Entire home/apt,196,3,105,2019-02-25,1.27,8,277
368403,Large Luxury Lakeside Seattle Home,4186078,Trung,Other neighborhoods,Green Lake,47.68354,-122.33091,Entire home/apt,450,4,29,2018-12-27,0.44,1,341
370361,Private Guest Studio- Phinney Ridge,1865986,Sheldon,Other neighborhoods,Greenwood,47.68348,-122.35705,Private room,85,3,198,2019-03-04,2.34,2,157
380950,4BR/2BA Craftsman Charmer w/ Stunning Sunset Views,287962,Ian,Other neighborhoods,Fremont,47.66623,-122.3607,Entire home/apt,400,1,25,2017-09-04,0.31,1,0
384797,6 room/10 bed/3 bath- Award Winning/ Walk Downtown,50893,Chris,Capitol Hill,Broadway,47.6257,-122.32095,Entire home/apt,499,3,47,2019-02-18,0.57,3,151
385438,Luxury Condo with lake union views ,1929300,Arvind,Capitol Hill,Broadway,47.62837,-122.32626,Entire home/apt,175,4,4,2015-09-08,0.05,1,0
387078,Modern on Capitol Hill. LOCATION!,1121532,Allie,Capitol Hill,Broadway,47.62178,-122.32379,Entire home/apt,119,1,142,2019-01-07,1.88,7,332
387464,Backyard Studio Apartment near UW,1938802,Jason And Susy,Other neighborhoods,Ravenna,47.67675,-122.29397,Entire home/apt,93,2,211,2019-02-19,2.49,1,203
392140,Fantastic View-Close to Light Rail-Solar Powered!,3313235,Leslie,Beacon Hill,North Beacon Hill,47.58513,-122.31526,Private room,72,2,234,2018-10-14,2.81,1,359
392779,2/1 Plush Modern Hilltop Retreat,437055,Jyoti And Tushar,Beacon Hill,North Beacon Hill,47.57577,-122.31636,Entire home/apt,112,3,125,2019-02-18,1.52,1,173
394408,Sweet home in the heart of Fremont,1971733,Caroline,Other neighborhoods,Fremont,47.65811,-122.35739,Entire home/apt,150,1,48,2016-12-13,0.58,1,69
408526,Chic 3 bed 4 bath Ballard townhome,2034501,Vivian,Ballard,Adams,47.67553,-122.37632,Entire home/apt,218,14,0,,,2,365
413733,Chill Central District 2BR,2057654,Michele & Ryan,Central Area,Madrona,47.60907,-122.29613,Entire home/apt,269,2,145,2019-02-22,3.23,2,73
421168,Greenwood Studio,2094547,Samantha & Peter,Other neighborhoods,Greenwood,47.69922,-122.35072,Private room,71,1,332,2018-08-02,4.08,1,0
430609,"Fresh & hip. 3br/2.5ba deck, bright, walk to all!",165390,Seth,Other neighborhoods,Fremont,47.65883,-122.34797,Entire home/apt,225,2,46,2018-08-26,0.91,7,122
430610,"modern,super roof deck, garage,88 walkscore.",165390,Seth,Other neighborhoods,Wallingford,47.6541,-122.33851,Entire home/apt,259,5,95,2019-01-17,1.19,7,180
433842,Green Lake Place,2088654,Steve,Other neighborhoods,Green Lake,47.68528,-122.34316,Entire home/apt,85,2,19,2019-03-03,2.08,1,0
443942,Stunning downtown flat top floor with internet,64955,Beb,Downtown,Belltown,47.61583,-122.34078,Entire home/apt,125,1,33,2018-05-14,0.52,1,364
445199,The Chandelier Room,2211872,Eliza,Delridge,North Delridge,47.56966,-122.36171,Private room,80,2,96,2017-08-13,1.17,1,363
447523,Bedroom in artistic Northwest home,2222321,Deb,Other neighborhoods,Wedgwood,47.68523,-122.28943,Private room,50,1,180,2019-01-09,2.20,4,267
451012,Spacious house near Ballard ,2234071,Sasan,Other neighborhoods,Broadview,47.71352,-122.35874,Entire home/apt,195,7,2,2013-12-30,0.02,1,81
461234,Browns House Guest Apt. in Ballard,1870781,Diana,Ballard,Whittier Heights,47.68394,-122.37305,Entire home/apt,99,3,246,2019-02-17,2.99,1,311
461567,MODERN BRIGHT SUITE CLOSE TO BALLARD,2294267,Donna,Other neighborhoods,Crown Hill,47.69736,-122.37622,Private room,75,1,262,2019-01-20,3.25,1,146
463768,delux comfort+ in coolest 'hood / spacious 4 bdrm,1210993,Audrey,Ballard,Sunset Hill,47.66899,-122.4028,Entire home/apt,395,2,24,2017-09-03,0.29,1,0
475361,NE Seattle Artist Treehouse Suite!,2342082,Marilyn,Lake City,Cedar Park,47.71796,-122.29114,Entire home/apt,87,3,115,2019-02-13,1.41,1,179
475496,Cap Hill modern light-filled home,1495392,Lindsey,Capitol Hill,Stevens,47.62785,-122.29871,Entire home/apt,200,20,1,2012-07-26,0.01,2,0
490076,Super cute w/gardens & charm. Great location!,3921530,Ann Petrich,Other neighborhoods,Fremont,47.6543,-122.35259,Entire home/apt,80,2,287,2019-03-10,4.92,3,75
490110,Seattle Pike Place Market Apartment,2403410,Alan,Downtown,Pike-Market,47.61172,-122.34368,Entire home/apt,275,3,44,2018-09-03,0.54,1,0
491958,Columbia City Treehouse Vacation Rental,2431399,Jay,Rainier Valley,Columbia City,47.56051,-122.27895,Entire home/apt,75,2,309,2019-03-03,3.80,1,96
493591,"""THE 5-STAR  HOUSE""",2438665,Flor,Other neighborhoods,Crown Hill,47.70295,-122.36861,Private room,55,3,158,2018-10-05,1.93,4,0
496074,Spacious Garden Apt Phinney Ridge,2450062,Liza,Other neighborhoods,Phinney Ridge,47.67805,-122.36043,Entire home/apt,95,3,141,2018-09-18,1.76,2,364
506542,"Garden apt, fresh honey",1414691,Jordan,Other neighborhoods,Wallingford,47.65854,-122.32582,Entire home/apt,95,2,168,2019-02-10,2.05,4,259
513344,artsy bungalow in friendly phinney,2450062,Liza,Other neighborhoods,Phinney Ridge,47.67871,-122.36066,Entire home/apt,120,5,5,2017-08-19,0.06,2,0
522270,House boat on Lake Union Seattle,1037115,Rose And Glen,Cascade,Westlake,47.63642,-122.34124,Entire home/apt,130,3,18,2018-03-15,0.23,6,116
533443,Max's West Seattle Hideaway,2370749,Tom,Delridge,Riverview,47.5366,-122.35605,Private room,45,1,282,2018-02-18,3.45,1,0
544433,"8, Sparkling Seattle Center",2612779,Serina,Queen Anne,Lower Queen Anne,47.62082,-122.35634,Entire home/apt,95,2,403,2019-03-03,4.93,1,239
552325,Seattle 2 BR Condo w/ Amazing Views of Bay,306615,Tara,Capitol Hill,Portage Bay,47.64933,-122.31925,Entire home/apt,249,2,8,2018-12-22,0.12,3,57
555182,Artistic Seattle home..whole house,2222321,Deb,Other neighborhoods,Wedgwood,47.68362,-122.28828,Entire home/apt,275,1,18,2016-08-21,0.28,4,249
557126,Charming Capitol Hill Room,2739131,Chad & Ruben,Capitol Hill,Broadway,47.61968,-122.32415,Private room,98,2,339,2019-02-17,4.25,2,102
564220,Cute Bungalow #2 - near Light Rail,2774354,Kristin,Rainier Valley,Mount Baker,47.57917,-122.29212,Private room,40,2,122,2019-03-03,1.53,2,266
564428,Cute Bungalow #1 - near Light Rail,2774354,Kristin,Rainier Valley,Mount Baker,47.57955,-122.29369,Private room,47,2,230,2018-09-28,2.84,2,114
565703,Garden Apartment in Madison Valley,2781551,Ron,Central Area,Mann,47.62093,-122.29815,Entire home/apt,95,2,305,2019-01-01,4.20,3,253
566435,"""THE 5-STAR HOUSE"" ",2438665,Flor,Other neighborhoods,Crown Hill,47.70155,-122.36651,Private room,80,3,89,2018-12-09,1.12,4,357
573942,Queen Bee room w/memory foam bed,30559,Angielena,Beacon Hill,Mid-Beacon Hill,47.54946,-122.31658,Private room,60,2,143,2018-12-22,1.79,8,342
